system:index,cloudCover,date,humidity,precipitation,pressure,temperature,.geo
2020012618F03,0.10000000149011612,2020-01-26,61.0,1.600000023841858,100856.9609375,301.1820068359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012700F03,0.05999999865889549,2020-01-27,57.0,0.0,101148.7578125,302.385986328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012706F03,0.0,2020-01-27,56.0,0.0,100907.140625,302.7969970703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012712F03,0.009999999776482582,2020-01-27,59.0,0.36000001430511475,101057.5,301.7330017089844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012718F03,0.0,2020-01-27,63.0,0.1599999964237213,100933.4296875,301.56298828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012800F03,0.0,2020-01-28,60.0,5.5,101156.0,303.16900634765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012806F03,0.029999999329447746,2020-01-28,55.0,0.20000000298023224,100913.2734375,302.91900634765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012812F03,0.0,2020-01-28,57.0,0.0,101160.3984375,301.7699890136719,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012818F03,0.10999999940395355,2020-01-28,56.0,0.0,101035.9609375,301.6520080566406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012900F03,0.009999999776482582,2020-01-29,54.0,0.029999999329447746,101164.25,303.4519958496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012906F03,0.009999999776482582,2020-01-29,54.0,0.0,100904.859375,303.32598876953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012912F03,0.009999999776482582,2020-01-29,63.0,3.0299999713897705,101182.6875,302.1289978027344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012918F03,0.029999999329447746,2020-01-29,58.0,0.0,100983.8671875,301.8420104980469,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020013000F03,0.009999999776482582,2020-01-30,54.0,0.0,101154.578125,302.61700439453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020013006F03,0.0,2020-01-30,55.0,1.0,100860.203125,303.0929870605469,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020013012F03,0.009999999776482582,2020-01-30,59.0,0.0,101112.6328125,301.9320068359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020013018F03,0.09000000357627869,2020-01-30,61.0,1.2000000476837158,100860.203125,301.68798828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020013100F03,0.3799999952316284,2020-01-31,64.0,3.069999933242798,101073.296875,302.0530090332031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020013106F03,0.0,2020-01-31,60.0,2.0,100852.6796875,302.6789855957031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020013112F03,0.0,2020-01-31,63.0,2.119999885559082,101126.328125,301.66900634765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020013118F03,0.27000001072883606,2020-01-31,67.0,4.179999828338623,100987.2421875,301.4620056152344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020100F03,0.23000000417232513,2020-02-01,68.0,7.650000095367432,101171.1796875,301.90899658203125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020106F03,0.14000000059604645,2020-02-01,63.0,0.20000000298023224,100891.1015625,301.88299560546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020112F03,0.0,2020-02-01,63.0,2.5199999809265137,101196.1015625,301.3869934082031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020118F03,0.019999999552965164,2020-02-01,59.0,0.10999999940395355,101016.796875,301.18499755859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020200F03,0.17000000178813934,2020-02-02,64.0,0.4300000071525574,101256.1015625,302.02801513671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020206F03,0.0,2020-02-02,56.0,0.0,100918.09375,302.7690124511719,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020212F03,0.029999999329447746,2020-02-02,59.0,0.0,101114.640625,301.50299072265625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020218F03,0.05999999865889549,2020-02-02,62.0,0.699999988079071,101145.796875,301.2619934082031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020300F03,0.019999999552965164,2020-02-03,59.0,3.0,101205.796875,302.760009765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020306F03,0.019999999552965164,2020-02-03,58.0,0.6000000238418579,100988.4375,302.7850036621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020312F03,0.03999999910593033,2020-02-03,65.0,1.649999976158142,101175.6796875,301.7229919433594,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020318F03,0.09000000357627869,2020-02-03,66.0,0.30000001192092896,101012.1796875,301.5409851074219,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020400F03,0.07999999821186066,2020-02-04,62.0,0.0,101124.6171875,302.37298583984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020406F03,0.0,2020-02-04,60.0,0.10000000149011612,100908.0390625,302.8429870605469,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020412F03,0.0,2020-02-04,64.0,0.0,101064.140625,301.6910095214844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020418F03,0.07000000029802322,2020-02-04,65.0,1.2999999523162842,100974.40625,301.74798583984375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020500F03,0.30000001192092896,2020-02-05,67.0,7.599999904632568,101095.7578125,301.802001953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020506F03,0.05999999865889549,2020-02-05,58.0,0.0,100871.6875,302.7749938964844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020512F03,0.1899999976158142,2020-02-05,68.0,9.100000381469727,101083.4765625,301.6109924316406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020518F03,0.5099999904632568,2020-02-05,68.0,9.600000381469727,100979.359375,301.3840026855469,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020600F03,0.41999998688697815,2020-02-06,65.0,0.4000000059604645,101129.8671875,301.9679870605469,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020606F03,0.10000000149011612,2020-02-06,62.0,0.10000000149011612,100890.671875,302.28900146484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020612F03,0.029999999329447746,2020-02-06,65.0,0.0,101086.671875,301.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020618F03,0.0,2020-02-06,63.0,1.600000023841858,100998.609375,301.1289978027344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020700F03,0.029999999329447746,2020-02-07,59.0,0.009999999776482582,101124.6328125,302.3080139160156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020706F03,0.07999999821186066,2020-02-07,64.0,7.099999904632568,100942.359375,302.1910095214844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020712F03,0.3100000023841858,2020-02-07,67.0,7.920000076293945,101201.40625,301.42999267578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020718F03,0.4399999976158142,2020-02-07,67.0,11.0,101047.3046875,301.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020800F03,0.17000000178813934,2020-02-08,62.0,0.20000000298023224,101227.6015625,301.6940002441406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020806F03,0.009999999776482582,2020-02-08,53.0,0.0,100961.6015625,302.4630126953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020812F03,0.029999999329447746,2020-02-08,61.0,0.019999999552965164,101232.0078125,301.2349853515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020818F03,0.12999999523162842,2020-02-08,63.0,0.36000001430511475,101162.8984375,301.12799072265625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020900F03,0.019999999552965164,2020-02-09,56.0,0.0,101264.8984375,302.1619873046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020906F03,0.0,2020-02-09,53.0,0.0,100926.34375,302.6260070800781,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020912F03,0.05999999865889549,2020-02-09,62.0,0.0,101157.609375,301.51300048828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020020918F03,0.05999999865889549,2020-02-09,59.0,0.10000000149011612,101048.1015625,301.0369873046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021000F03,0.029999999329447746,2020-02-10,56.0,0.0,101182.8984375,302.4410095214844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021006F03,0.0,2020-02-10,60.0,7.010000228881836,100872.640625,302.6180114746094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021012F03,0.0,2020-02-10,63.0,3.9600000381469727,101145.1171875,301.4330139160156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021018F03,0.009999999776482582,2020-02-10,58.0,0.0,101104.1015625,300.9460144042969,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021100F03,0.029999999329447746,2020-02-11,53.0,0.0,101283.296875,302.8320007324219,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021106F03,0.05999999865889549,2020-02-11,59.0,2.4000000953674316,100983.2265625,302.63800048828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021112F03,0.07000000029802322,2020-02-11,65.0,6.0,101256.71875,301.5400085449219,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021118F03,0.009999999776482582,2020-02-11,59.0,0.4000000059604645,101159.34375,301.1719970703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021200F03,0.0,2020-02-12,56.0,0.0,101313.8828125,303.1659851074219,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021206F03,0.0,2020-02-12,54.0,0.0,100964.359375,302.92401123046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021212F03,0.12999999523162842,2020-02-12,62.0,0.49000000953674316,101194.0703125,301.8999938964844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021218F03,0.009999999776482582,2020-02-12,61.0,0.30000001192092896,101065.1171875,301.56298828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021300F03,0.019999999552965164,2020-02-13,59.0,0.05000000074505806,101194.71875,302.906005859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021306F03,0.009999999776482582,2020-02-13,60.0,4.0,100919.28125,302.8030090332031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021312F03,0.019999999552965164,2020-02-13,61.0,0.20000000298023224,101166.5078125,301.81298828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021318F03,0.0,2020-02-13,58.0,0.1599999964237213,100874.203125,301.47100830078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021400F03,0.009999999776482582,2020-02-14,61.0,2.5999999046325684,101152.703125,303.3420104980469,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021406F03,0.0,2020-02-14,58.0,0.10000000149011612,100795.203125,303.00799560546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021412F03,0.0,2020-02-14,61.0,0.4000000059604645,101172.203125,301.85101318359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021418F03,0.009999999776482582,2020-02-14,57.0,0.0,101013.90625,301.6470031738281,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021500F03,0.0,2020-02-15,54.0,0.0,101277.203125,303.22698974609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021506F03,0.0,2020-02-15,55.0,0.0,100927.203125,303.1600036621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021512F03,0.07999999821186066,2020-02-15,60.0,0.0,101237.203125,301.9739990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021518F03,0.009999999776482582,2020-02-15,58.0,0.0,101068.90625,301.72100830078125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021600F03,0.25999999046325684,2020-02-16,62.0,0.5,101366.1015625,302.02301025390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021606F03,0.009999999776482582,2020-02-16,62.0,1.2000000476837158,101016.703125,302.63299560546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021612F03,0.1899999976158142,2020-02-16,67.0,1.100000023841858,101265.0,301.8900146484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020021618F03,0.30000001192092896,2020-02-16,66.0,6.300000190734863,101145.5,301.6199951171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
